Company_ID,Company_Name,Industry,Country,Reporting_Year,Revenue_Million_USD,Employee_Count,Carbon_Emissions_tCO2,Renewable_Energy_Percent,Waste_Recycled_Percent,Water_Usage_ML,Environmental_Score,Gender_Diversity_Percent,Employee_Satisfaction_Score,Training_Hours_Per_Employee,Community_Investment_Million,Social_Score,Board_Independence_Percent,Ethics_Compliance_Score,Audit_Score,Governance_Score,ESG_Rating,Overall_ESG_Score
ESG105187,Patterson-Scott,Technology,USA,2019,,5049,15629.26,,13.83,,52.41,,7.62,12.07,34.91,40.14,97.95,49.96,48.84,74.41,AAA,31.16
ESG105188,Hamilton Ltd,Finance,Canada,2023,3285.01,13801,45440.11,18.41,,,88.72,,9.33,82.04,33.47,81.1,51.32,60.07,91.14,,AA,50.76
ESG105189,Evans-Davis,Manufacturing,Germany,,4655.98,42157,69989.48,6.49,12.16,2901.95,85.91,49.64,4.82,,78.77,96.08,55.53,39.61,72.68,35.01,AA,
ESG105190,Martinez and Sons,Retail,,,906.08,7750,51646.31,62.55,44.67,4138.21,56.23,17.75,5.18,96.35,88.02,51.78,39.42,63.83,75.86,94.87,AA,72.93
ESG105191,Hamilton-Miller,Energy,Germany,,4188.78,22089,69637.74,,,1005.69,55.67,52.01,9.81,31.06,38.32,63.99,59.84,82.53,87.2,99.37,BBB,86.3
ESG105192,"Jones, Smith and Rose",Healthcare,Australia,2021,1533.92,14293,35879.25,61.81,,458.91,54.06,20.13,,16.87,58.07,62.71,52.31,75.43,59.14,57.95,A,75.58
ESG105193,,Energy,Singapore,2023,333.57,19626,43304.99,,3.86,183.07,41.73,31.7,6.1,79.59,60.77,66.4,22.91,,78.46,48.94,BB,71.6
ESG105194,Campbell-Sanchez,Transportation,Singapore,2019,3039.31,11454,30582.27,57.16,11.4,3637.59,,11.77,8.83,58.03,16.29,72.11,49.59,48.89,86.79,63.41,,50.54
ESG105195,Parker and Sons,Telecom,Singapore,2022,4721.29,17638,16586.02,14.2,9.73,630.93,47.69,44.93,7.05,76.35,57.56,64.48,54.55,91.23,54.05,,AA,49.29
ESG105196,Howard-Thomas,Technology,Australia,2022,828.73,28756,25588.74,49.9,92.59,894.77,70.59,20.89,7.1,46.5,73.35,89.93,46.78,95.67,62.79,95.56,BBB,
ESG105197,,Transportation,Germany,2023,4490.57,43476,33432.29,75.08,96.82,4561.69,62.46,,6.51,70.58,54.02,89.39,24.66,71.97,66.77,32.76,BB,
ESG105198,Gutierrez LLC,,UK,2026,3050.34,15307,,76.85,94.92,895.31,85.9,39.57,5.03,65.03,,97.95,72.84,82.29,72.53,,A,34.53
ESG105199,Thompson-Mcpherson,,,,817.62,,37987.36,64.95,7.58,2726.44,30.92,48.3,7,52.07,57.11,95.29,92.54,85.49,53.54,37.51,,
ESG105200,Garcia Group,Telecom,Singapore,2024,,21891,61138.97,,,800.65,76.5,,4.32,39.27,79.59,78.93,28.48,54.11,77.17,98.33,BB,93.86
ESG105201,"Griffith, Farmer and Martinez",Manufacturing,Canada,,,25664,6696.69,57.33,,,75.62,18.02,4.16,79.46,68.43,72.5,94.47,38.78,78.37,38.21,AA,39.55
ESG105202,"Norton, Cook and Mcneil",Retail,Germany,2019,2556.81,40705,2508.61,50.1,0.95,,51.84,14.16,8.03,38.99,44.4,56.21,,62.19,76.58,93.24,BBB,83.47
ESG105203,Cole Inc,Telecom,Canada,2026,442.48,17571,16663.84,4.48,,2407.83,45.38,42.4,1.29,,67.76,97.84,96.23,78.5,41.06,,BBB,49.43
ESG105204,,Retail,Germany,2022,2162.04,,57130.16,68.26,7.56,,34.14,51.35,1.36,39,42,69.93,27.64,,56.82,57.73,BB,47.02
ESG105205,Austin-Hudson,Retail,UK,2023,3914.55,,875.37,10.62,47.08,4841.81,32.49,13.1,7.43,73.54,89.69,70.36,52.28,61.58,60.21,98.15,A,56.61
ESG105206,,Telecom,Singapore,2024,,43807,29033.61,96.01,42.82,1587.21,,10.45,6.7,,35.3,91.1,,72.06,79.27,83.86,AA,66.89
ESG105207,,Retail,Germany,2025,2019.11,8441,12658.81,40.49,55.01,,40.84,47.85,3.17,95.7,59.48,60.29,47.75,44.14,80.01,74.52,,92.31
ESG105208,,Retail,Germany,2021,3006.82,19081,17063.4,68.28,87.88,,77.95,24.48,6.09,51.5,,35.5,35.56,,85.87,42.73,AA,41.5
ESG105209,Knight-Reyes,Telecom,UAE,2021,3811.28,19617,69086.35,48.51,5.04,2368.68,88.44,,1.92,,52.52,76.36,,51.01,50.85,48.48,,41.71
ESG105210,,Retail,UAE,2026,1558.48,,95287.75,8.6,24.06,1596.91,40.77,13.87,2.46,,59.68,45.07,60.3,30.44,72.14,30.09,B,
ESG105211,Morrison Group,Transportation,Singapore,2022,2442.44,48920,11016.48,8.84,0.69,2762.71,86.46,52.83,,88.72,86.2,78.88,49.05,87.9,57.42,58.23,B,77.47
ESG105212,Livingston and Sons,Finance,,,4643.2,14026,50051.98,17.72,,1518.17,,24.88,7.41,,,,68.43,77.19,84.89,99.36,B,46.19
ESG105213,Santana-Johnson,Healthcare,,2024,124.8,32881,50094.4,92.4,24.88,3781.82,52.37,29.56,,46.1,72.53,68.49,81.11,52.22,91.38,68.42,,51.64
ESG105214,"Foster, Hernandez and Stone",Telecom,,,239.08,27163,1419.51,35.34,21.57,272.87,68.7,59.44,,,21.98,,46.27,88.45,97.24,81.78,AAA,31.44
ESG105215,"Jones, Mathis and Harrison",,UK,2023,2220.15,,42128.17,,74.56,3574.81,69.53,,7.29,55.26,,32.58,95.31,,67.03,90.22,BBB,87.96
ESG105216,Perez-Rangel,Finance,,2025,2125.98,6403,83997.64,18.83,46.92,1169.07,38.71,54.73,,68.44,,68.09,47.84,81.99,85.05,60.14,A,90.17
ESG105217,"Charles, Gregory and Cortez",Finance,USA,2026,1808.75,,76269.84,65.01,45.6,4445.7,70.06,52.01,,53.26,32.64,96.58,,92.61,65.45,82.41,BB,
ESG105218,Herring Inc,Finance,UAE,2026,1951.84,2015,19156.02,,4.33,1940.28,53.43,50.65,5.51,16.91,50.9,46.52,21.37,68.12,55.23,46.72,AA,42.06
ESG105219,Wood Inc,Technology,,2022,2295.78,31163,86975.12,75.81,0.46,3658.44,35.09,,,45.33,37.67,95.76,,37.42,,92.04,AA,56.09
ESG105220,"Flynn, Arnold and Williams",Telecom,India,,,45394,16523.15,88.43,46.91,2824.8,38.26,40.74,7.26,29.47,89.61,44.27,91.79,79.23,88.16,78.94,AA,59.99
ESG105221,Bentley-Flores,Technology,USA,2023,1691.29,35247,73433.9,29.82,6.19,,,49.66,3.49,32.79,54.93,48.34,68.49,49.74,,40.84,,
ESG105222,"Olson, Garcia and Nelson",Telecom,UAE,2019,881.13,36533,97436.83,65.84,,2125.28,48.84,,,40.08,42.88,57.89,55.94,32.51,71.48,96.64,,84.97
ESG105223,"Delgado, Thompson and Ferguson",Telecom,Canada,2022,4313.99,7821,22990.68,60.72,89.3,352.35,91.41,13.23,9.85,,36.8,,24.54,,34.45,85.48,,93.48
ESG105224,"Parker, Garza and Evans",Manufacturing,Canada,2025,4678.5,12975,,95.52,5.18,4983.08,31.43,18.33,1.73,74.4,8.7,50.49,71.05,64.86,39.54,66.51,BB,53.85
ESG105225,"Yoder, Silva and Lee",Healthcare,UAE,2025,,12154,,98.95,86.35,28.3,42.32,,5.86,75.95,50.35,,30.62,,90.87,48.6,A,55.79
ESG105226,"Perkins, Tucker and Williams",Healthcare,UK,2021,2973.38,,86837.4,90.78,53.44,3293.75,91.1,,,26.19,58.1,95.43,60.92,,92.71,70.95,B,34.98
ESG105227,Smith-Gregory,Healthcare,Australia,2025,102.12,13542,26202.16,12.03,62.84,2987.61,88.86,35.67,3.28,,1.05,94.8,,64.94,85.63,95,AA,44.12
ESG105228,Terry-Wells,Manufacturing,UAE,2021,,49124,18056.98,,45.5,3183.17,79.44,26.36,6.61,0.24,88.83,90.88,63.53,47.04,98.06,86.74,BB,31.19
ESG105229,French-Allen,Healthcare,,2022,2374.72,,10297.62,13.22,0.13,3441.69,47.68,25.24,1.42,0.79,79.27,76.3,,34.89,84.31,94.84,BB,66.92
ESG105230,,Healthcare,USA,,737.79,11996,65288.04,,16.55,2358.96,,56.51,8.28,27.68,96.38,56.48,65.47,69.48,75.47,47.05,B,94.54
ESG105231,Colon Inc,Telecom,Singapore,2023,1365.1,37269,66517.6,76.58,88.15,2290.11,79.82,14.27,8,75.57,,51.94,,,,93.91,BBB,
ESG105232,Romero-Williams,Manufacturing,Singapore,2026,2923.58,44155,,,34.58,3526.26,66.5,58.6,9.08,94.68,0.1,53.39,70.18,51.58,75.95,80.05,AAA,73.63
ESG105233,Hall Group,Telecom,,2022,2318.39,21637,69705.6,78.04,,4061.9,96.31,15.13,9.16,27.35,56.38,95.97,69.61,,64.95,,,58.85
ESG105234,Morgan Inc,Manufacturing,India,2026,4247.39,25634,79438.89,90.64,26.31,,53.46,36.71,1.17,24.17,97.4,72.22,33.87,65.58,78.86,72.26,AAA,
ESG105235,Patterson-Fisher,Energy,Australia,2019,3386.11,7544,16777.64,43.82,75.03,,93.44,32.19,2.19,4.88,,60.63,40.52,71.34,47.51,,BBB,
ESG105236,Meyer PLC,,Canada,,4727.46,,20357.17,18.28,51.94,,50.59,59.54,8.57,70.61,2.6,48.56,65.57,79.72,76.79,42.98,AAA,
ESG105237,"Rhodes, Espinoza and Molina",Finance,Germany,2022,1032.61,17937,92364.65,,39.03,4590.91,93.28,35.21,7.18,,30.77,68.47,87.73,71.8,62.13,76.49,A,
ESG105238,"Short, Foster and Bennett",Finance,UAE,2025,,,,93.57,1.58,2259.44,93.53,44.8,7.34,15.65,58.21,97.69,36.92,52.9,57.2,55.19,B,73.89
ESG105239,"Wang, Webb and Gibson",Finance,Canada,2026,1211.14,18544,50618.38,,64.45,1217.29,68.72,47.02,7.24,83.43,95.62,89.78,,31.23,74.03,48.74,AAA,86.63
ESG105240,"Sanchez, Palmer and Alexander",Healthcare,,2019,4104.24,4763,4872.09,59.56,85.09,2941.19,59.79,13.84,7.57,7.46,59.79,94.23,,83.91,85.99,30.72,BBB,94.05
ESG105241,"Goodman, Cooper and George",Transportation,Germany,2019,984.46,4943,28341.57,87.08,,1865.57,36.15,29.31,9.7,10.46,84.61,52.77,72.37,74.21,,33.8,A,40.42
ESG105242,,Manufacturing,,2025,2850.95,783,94890.91,92.58,11.35,4377.39,46.37,55.49,7.83,,44.17,81.21,78.82,64.73,98.22,47.06,A,99.03
ESG105243,"Thomas, Ryan and Wright",Manufacturing,India,2019,4069.99,20517,61648.11,7.56,25.94,4208,80.97,58.13,4.57,89.45,86.18,97.63,41.8,,35.67,,B,81.26
ESG105244,,Energy,India,2021,1228.16,34810,17048.26,63.95,39.31,2138.56,62.98,35.57,2.76,57.77,6.91,37.95,76.92,81.2,48.64,,,33.78
ESG105245,Miller Inc,,Singapore,2026,,26589,50953.6,89.95,0.25,,,54.33,2.76,6.62,38.16,72.86,88.65,48.83,47.59,52.82,BB,38.28
ESG105246,"Fitzgerald, Chambers and Austin",Technology,USA,2019,4887.22,16251,54107.71,27.22,36.17,4331.12,77.16,37.66,7.52,75.58,19.42,41.11,97.34,43,62.53,98.79,A,59.2
ESG105247,Elliott Group,Energy,USA,2022,2598.5,16996,79856.51,34.04,43.1,1667.54,50.12,33.59,,86.73,47.01,52.47,92.93,53.51,84.25,82.4,BB,33.48
ESG105248,"Nguyen, Pierce and Powell",Retail,Canada,2023,929.32,10319,57327.4,86.76,59.4,3716.12,81.41,34.72,6.05,,92.77,77.2,32.36,47.08,30.33,48.48,AAA,52.16
ESG105249,"Davis, Stephens and Donovan",Finance,Australia,2022,,4994,47718.08,84.28,,3538.04,91.24,31.07,3.6,44.56,78.88,,25.25,,74.78,,BBB,42.69
ESG105250,Smith PLC,Technology,,,359.68,,29107.89,20.54,48.68,3280.15,88.96,25.22,1.45,0.38,84.46,91.47,,,86.02,74.85,BB,68.93
ESG105251,"Rodgers, Walker and King",,Germany,2025,2689.35,3950,,29.33,38.91,,69.63,58.04,3.55,,,46.37,73.03,55.64,38.56,,AAA,31.21
ESG105252,"Fletcher, Thompson and Long",,UAE,,3999.15,46099,88496.49,48.25,51.99,,79.06,26.21,2.43,43.04,69.7,86.29,27.13,,,,AAA,
ESG105253,Shaw-Villa,Transportation,USA,2022,3498.3,8962,76195.67,49.56,29.89,,,16.75,9.12,22.12,30.65,45.11,97.25,,98,74.66,B,42.36
ESG105254,"Owens, Mccarthy and Nunez",Manufacturing,Canada,2019,2791.52,8970,88238.2,56.17,13.26,1441.81,45.74,16.29,3.95,66.11,38.25,61.07,45.65,99.61,71.03,,A,
ESG105255,Hopkins Inc,Transportation,India,2021,884.75,,84696.08,76.34,32.98,3036.02,36.54,11.32,8.34,94.19,34.41,71.83,77.38,82.22,,72.93,BB,75.99
ESG105256,,Manufacturing,Canada,2026,561.11,7913,64546.55,51.09,,1316.06,74.65,18.34,8.3,,,87.22,95.17,62.43,34.46,77.44,AA,49.78
ESG105257,"Wolfe, Abbott and Howard",Transportation,Canada,2024,,,85591.02,13.97,50.64,,43.94,54.83,3.98,39.64,13.15,,59.63,98.19,78.88,83.13,,43.94
ESG105258,Kennedy-Roth,,,,3578.22,31323,55783.71,40.38,,4892.95,36.63,49.44,9.28,31.52,,85.63,96.29,95.72,33.89,91,BB,
ESG105259,Lawson Group,Retail,UAE,2025,,19404,84568.86,80.04,50.93,2059.5,63.07,,7.12,89.2,25.05,87.79,48.86,39.23,32.83,63.56,BBB,69.78
ESG105260,"Martinez, Smith and Alvarado",,USA,2022,79.87,,65297.41,51.85,99.74,531.53,79.35,20.85,2.86,1.87,0.65,43.06,34.04,30.03,80.2,65.26,AAA,57.73
ESG105261,Anthony-Luna,Technology,UAE,2023,563.78,40382,,47.06,99.8,2557.89,31.37,20.39,4.19,45.59,,71.34,60.74,88.65,43.74,35.45,,88.67
ESG105262,,Telecom,USA,2023,2337.71,11196,55380.09,83.74,94.58,2764.48,86.86,37.24,,95.59,81.78,82.74,55.35,95.98,64.29,80.46,AA,37.04
ESG105263,,Energy,USA,2024,1133.36,18709,42478.13,58.13,80.56,1211.95,84.2,54.5,8.37,62.24,81,91.43,64.41,86.71,,66.57,AAA,33.68
ESG105264,Reese-Thompson,,Germany,2026,4423.28,22088,,27.62,31.75,588.34,94.52,58.5,8.79,34.64,5.52,42.8,81.77,50.02,92.48,,AA,46.59
ESG105265,Powers LLC,,India,2025,3482.6,39212,44285.24,21.49,59.01,4188.43,94.88,,4.77,,,52.24,,,81.02,92.9,B,64.63
ESG105266,Montgomery-Navarro,Telecom,,2025,3949.67,4453,1220.04,98.74,91.92,4208.33,71.14,37.21,2.35,5.4,,40.57,64.87,,57.15,31.85,,68.4
ESG105267,Hernandez Ltd,Healthcare,,2024,3298.01,11058,33507.07,13.13,,,87.18,37.3,3.14,89.87,14.18,72.08,69.4,,72.68,78.6,A,93.71
ESG105268,"Mcdonald, Cameron and Cross",Energy,UAE,,3559.23,5018,48494.63,85.33,35.38,4279.02,89.08,40.18,4.1,59.12,90.59,74.56,87.2,54.12,50.46,47.91,AAA,64.39
ESG105269,Escobar and Sons,Energy,Australia,2023,2188.28,31987,85436.67,11.26,55.4,,,49.42,4.9,64.06,74.56,34.98,73.9,,43.23,62.28,B,98.56
ESG105270,"Jones, Rogers and Johnson",Manufacturing,UAE,2023,4763.18,34217,90236.85,3.43,85.28,,,26.27,7.8,10.7,65.04,77.03,64.3,91.44,53.09,,BB,83.11
ESG105271,Padilla-Ward,Retail,Singapore,2025,3597.6,39717,56289.78,27.21,29.43,3708.61,30.4,42.64,3.23,67.3,18.69,56.35,80.31,82.86,44.68,56.34,A,65.18
ESG105272,Gutierrez-Jones,Finance,India,2019,2957.43,24298,,,11.53,797.04,43.35,,9.28,16.22,7.36,63.02,95.29,97.51,,42.48,AAA,30.27
ESG105273,"King, Lynch and Kim",Retail,,2026,1708.41,22897,,75.51,96.91,427.78,57.79,55.12,7.55,,92.3,58.88,75.49,79.65,74.16,52.8,B,
ESG105274,Davenport LLC,Telecom,,2024,,23959,44576.78,42.1,1.08,4218.79,49.88,33.54,4.7,,39.01,42.58,89.49,42.85,,43.74,,61.86
ESG105275,Harvey Inc,,UK,,2144.98,29476,79652.47,19.49,77.56,490.88,63.16,53.27,4.72,96.33,63.1,82.97,60.79,60.08,35.93,38.4,B,70.02
ESG105276,Tucker-Hanna,Manufacturing,UAE,2021,3087.49,25640,98477.01,85.77,84.45,1440.15,,15.11,6.23,6.95,44.68,69.63,38.25,84.28,77.24,40.35,BBB,98.86
ESG105277,Stephenson Group,Energy,Australia,2025,,24148,2739.16,35.01,97.93,4512.52,,52.75,6.57,2.17,,,51.69,56.8,71.76,80,AAA,75.33
ESG105278,Garner Group,Healthcare,Singapore,2019,1246.72,31322,70709.54,13.55,,2373.33,36.39,38.83,6.19,3.88,1.09,99.73,51.21,,68.34,,AAA,30.9
ESG105279,"Dyer, Cardenas and Mitchell",Technology,USA,2023,608.26,42954,80272.28,,50.35,,,35.44,,43.32,65.34,88.95,45.55,67.25,89.79,41.75,A,98.57
ESG105280,Henson-Thomas,Manufacturing,Germany,2019,,24877,36674.71,37.52,20.53,1346.9,71.09,10.19,1.21,98.65,23.55,88.07,68.99,61.22,81.25,33.5,BB,82.93
ESG105281,Brown-Garcia,Telecom,UK,2023,,2755,28094.86,30.16,10.3,4280.91,,31.26,,,42.03,60.07,31.66,30.94,83.37,54.06,B,64.36
ESG105282,Smith-Harper,Transportation,USA,2019,,,38225.81,7.49,37.03,2320.95,88.3,26.11,1.8,75.92,,94.08,96.72,91.03,45.87,47.77,B,85.59
ESG105283,Martinez-Conway,Telecom,Singapore,2019,2258.24,44160,29850.38,,57.75,4476.2,73.32,41.01,7.72,,90.95,,98.77,53.02,49.71,65.69,A,48.51
ESG105284,Christensen and Sons,,UAE,2021,,,96683.99,10.4,98.99,3116.17,97.1,,6.84,58.98,99.26,66.06,34.3,,52.65,,AA,
ESG105285,Stewart-Klein,Technology,UAE,2025,2257.94,11142,38863.6,63.16,5.29,3494.13,65.24,34.51,9.1,83.12,53.16,70.48,84.56,58.79,76.99,67.85,AA,64.97
ESG105286,"Cox, Nunez and Jones",Manufacturing,USA,2024,4924.37,43327,1849.03,41.46,93.02,4641.46,82.34,39.6,7.22,25.29,48.84,67.52,25.1,90.64,61.97,92.92,AA,57.3
ESG105287,Mcdonald Inc,Energy,Germany,2021,2073.89,,,64.43,,,60.05,42.4,,31.99,88.08,56.66,70.99,73.11,59.5,42.83,,71.47
ESG105288,Crawford-Taylor,Energy,UK,2021,1908.9,18706,37971.27,49.29,67.72,3650.8,59.9,15.99,8.13,66.94,80.07,52.11,92.73,48.39,50.28,,,99.81
ESG105289,,Healthcare,,2024,1050.66,10293,83866.55,0.24,23.75,1737.25,75.4,15.69,2.16,14.64,,38.02,51.86,40.97,56.74,79.98,BB,49.44
ESG105290,Reeves-Morgan,Finance,Australia,2023,3107.35,2193,24925.63,73.76,77.71,1558.86,,16.45,5.42,38.21,34.56,70.55,32.92,61.97,44.24,98.67,AAA,
ESG105291,"Ballard, Ortiz and Gardner",Healthcare,USA,2019,128.12,,,6.26,,4099.78,60.26,,7.66,13.54,85.96,91.2,45.82,,92.82,82.2,,36.58
ESG105292,"Dickerson, Clark and Reid",Healthcare,UAE,2026,518.48,15053,98240.9,54.14,64.44,4562.17,30.52,31.33,6.1,0.21,62.44,89.57,24.39,86.3,98.43,94.42,A,67.59
ESG105293,Roberts Inc,Manufacturing,USA,2022,4309.29,22842,77086.6,,,2383.35,46.74,,6.38,30.96,50.27,97.39,25.05,91.14,36.07,75.75,B,54.03
ESG105294,Taylor-Smith,Technology,Australia,,545.73,20985,75718.22,,64.03,4824.76,31.66,31.73,6.06,35.77,66.95,92.94,75.76,69.86,81.65,37.67,BBB,74.1
ESG105295,Kelly-Flores,,UK,2021,2065.86,601,31947.66,50.71,80.47,2068.73,79.17,39.44,9.25,44.48,81.99,88.94,57.13,64.2,,64.69,,
ESG105296,Douglas PLC,Healthcare,USA,2024,4298.42,32171,25066.33,,89.57,2665.48,37.36,27.29,,40.58,42.32,64.91,37.8,59.68,45.07,,BB,67.27
ESG105297,Underwood PLC,Technology,UAE,2022,3483.93,2014,63429.1,57.55,59.55,2559.53,73.02,,9.1,59.06,93.66,,51.56,97.55,81.03,66.31,AA,80.3
ESG105298,Moore-Smith,Technology,USA,2019,2013.78,19767,75904.89,20.96,95.09,2309.66,36.5,52.25,9.05,73,62.97,94.99,69.76,85.4,62.99,80.9,AAA,
ESG105299,,Healthcare,Australia,,1943.4,19844,72038.66,,63.51,1621.21,90.66,27.98,5.01,98.03,21.54,69.53,,,,92.74,AAA,
ESG105300,,,UK,2026,1190.6,43077,27705.83,79.96,64.21,3665.68,70.41,49.5,8.39,38.69,90.1,65.36,32.81,,81.37,56.41,A,48.37
ESG105301,Simon Group,Healthcare,UAE,2025,3043.62,29862,78248.79,10.92,,3859.64,93.25,10.68,6.9,59.74,51.77,41.21,79.34,57.5,46.42,,A,51.49
ESG105302,Jackson-Gonzalez,Energy,India,2021,,5670,31273.45,18.11,77.73,918.53,80.17,,3.04,34.25,,93.97,26.81,53.51,54.24,44.81,B,60.49
ESG105303,Martinez-Ross,Finance,India,2025,3752.58,,10024.18,67.17,26.08,3215.77,77.73,46.41,8.76,89.96,75.91,63.68,23.53,95.6,72.09,67.42,A,46.76
ESG105304,Alvarado-Cameron,Transportation,India,2022,3436.97,30551,99473.62,33,79.96,1462.7,64.14,20.66,5.62,45.93,3.89,56.73,,61.54,98.61,50.51,,66.09
ESG105305,"Thompson, Edwards and Smith",Manufacturing,UK,2026,694.47,14643,15481.87,35.55,48.97,3510.03,61.97,11.22,,2.48,91.79,,23.97,50.88,74.26,55.06,B,34.31
ESG105306,,,Canada,2022,4189.44,47318,70052.03,39.64,67.69,1380.19,,54.03,1.97,84.69,78.85,,61.1,,54.72,74.79,BBB,39.86
ESG105307,Morales LLC,Technology,Australia,2024,1790.76,36311,72670.65,57.37,6.28,,66.7,45.04,1.1,42.84,88.66,,73.79,45.62,,91.89,A,
ESG105308,"Mcdonald, Acosta and Davis",Retail,UAE,2024,2749.98,38920,9055.18,32.47,14.17,2812.17,62.19,23.23,,15.33,82.55,32.5,87.75,63.39,87.97,82.3,BB,70.08
ESG105309,Moreno-Ali,Healthcare,India,2023,,12327,66584.68,,50.33,2080.19,40,54.81,,12.35,6.62,82.55,74,38.43,,40.69,,
ESG105310,Cox-Baker,Technology,Singapore,2025,3925.2,37222,22860.81,2.77,19.33,2008.47,46.92,46.11,8.1,24.05,26.86,69.21,,97.16,,93.77,B,42.72
ESG105311,"Wilson, Smith and Hill",Technology,Canada,2024,253.25,10141,79270.1,47.86,,364.82,30.95,25.32,7.62,66.53,,71.58,28.84,98.5,,56.18,BB,
ESG105312,Kelley-Simmons,,India,2025,1149.73,4469,95627.7,41.94,,4185.64,97.47,10.22,9.91,7.55,83.68,96.52,64.89,68.62,,54.7,,41.61
ESG105313,Scott and Sons,Technology,Singapore,,378.75,27649,88122.01,54.73,69.41,1666.94,86.49,27.5,,33.69,85.03,91.31,94.78,64.96,96.96,64.94,,
ESG105314,Nash Group,,Germany,2026,2535.08,49654,86874.56,78.57,43.41,1070.59,70.68,56.56,,82.7,14.73,94.37,75.46,37.64,44.17,94.88,A,65.53
ESG105315,White Group,,,2019,2294.78,5539,5921.37,8.4,69.16,3886.9,,35.14,3.96,62.55,61.89,32.43,95.1,74.98,30.45,97.17,BBB,96.69
ESG105316,Rodriguez-Fuller,Retail,UK,2026,4732.3,27256,88900.99,18.46,97.72,3812.04,74.85,57.13,4.43,93.14,60.57,70.55,71.68,82.79,61.14,98.64,AAA,36.2
ESG105317,Marsh and Sons,Finance,Singapore,2026,4573.43,19684,65776.57,90.99,36.88,4146.7,73.12,51.56,3.93,91.73,92.42,63.24,,70.26,44.01,64.73,BB,92.78
ESG105318,Smith-Davis,Technology,UK,2024,1857.62,14514,73631.27,62.31,26.14,,89.68,37.75,7.27,77.54,4.94,33.59,29.2,41.41,86.8,,B,42.97
ESG105319,"Livingston, Rogers and Hendricks",Technology,,2022,2682.42,31485,76357.69,14.01,34.44,979.91,75.25,16.84,,,5.86,93.76,46.66,65.19,37.07,63.56,B,45.58
ESG105320,White-Taylor,Telecom,UK,2025,4209.87,19482,,66.33,78.13,1475.65,61.76,14.33,1.61,,82.27,71.84,53.96,97.69,60.95,62.82,A,99.48
ESG105321,"Miller, Cox and Sanchez",Healthcare,UAE,,700.25,11919,,45.33,57.13,748.93,53.02,21.01,,83.46,23.98,60.44,72.13,,91.85,65.77,A,45.86
ESG105322,"Jackson, Morgan and Nguyen",Technology,Canada,,2013.94,15854,90176.88,2.48,14.28,971.77,34.21,21.26,8.35,52.71,60.54,40.91,,94.22,44.73,93.47,B,
ESG105323,Boone-Wallace,Energy,Canada,2021,2538.72,14032,17477.54,67.36,88.64,,30.43,47,6.4,,45.6,64.83,49.97,35.76,84.3,62.75,A,87.75
ESG105324,Garcia Group,Technology,India,2023,4911.99,,17257.83,79.35,97.75,3624.94,47.22,54.82,8.14,44.93,57.26,80.53,29.96,94.89,99.12,53.14,BBB,80.06
ESG105325,"Smith, Evans and Brown",Energy,Canada,2026,2135.46,,2870.74,95.87,14.23,383.97,,11.69,7.19,93.01,40.62,,,96.38,62.58,67.9,A,40.92
ESG105326,"Morales, Murphy and Henderson",Retail,Germany,2025,4594.18,39444,51761.32,52.89,57.6,3839.2,44.21,57.12,2.58,19.74,1.24,31.38,54.31,42.81,44.83,99.15,AAA,95.05
ESG105327,Griffith Ltd,Retail,Australia,2024,1646.14,30150,,29.21,88.22,500.45,70.89,19.32,7.82,63.14,38.78,36.87,81.39,,49.16,47.76,A,70.5
ESG105328,"Rodriguez, Mccoy and Wheeler",Technology,Singapore,2021,,32801,,43.04,43.64,2872.06,92.88,17.1,6.02,1.84,69.82,74.83,75.52,63.25,43.08,61.37,BB,31.65
ESG105329,Rogers PLC,Telecom,India,2021,1938.11,18289,83873.66,,59.18,1312.96,,36.05,1.32,,77.72,99.85,99.45,,84.37,66.97,AA,45.3
ESG105330,"Elliott, Shelton and Simpson",Retail,UAE,2019,4051.62,15773,27042.39,,73.09,2825.81,76.39,24.65,7.84,94.35,48.4,,69.58,53.9,,40.61,AA,73.81
ESG105331,"Johnson, Baldwin and Mendoza",,UK,,3946.89,44379,76667.35,99.39,21.22,4571.57,81.28,,7.15,53.84,37.86,,32.09,42.32,31.17,81.76,BB,92.58
ESG105332,"Bailey, Edwards and Henderson",Healthcare,Australia,2021,970.92,14664,3538.56,,88.37,90.75,37.08,,9.49,13.55,90.04,63.14,51.59,,59.31,53.92,AAA,86.76
ESG105333,,Retail,UK,2025,2564.58,14934,,51.78,81.85,3728.03,,49.43,,20.33,,79.81,71.51,65.66,39.63,56.09,,72.34
ESG105334,Morris PLC,Healthcare,India,2021,1169.05,39755,63819.81,23.43,9.79,1628.45,49.09,50.52,,6.4,81.56,48.81,65.43,67.91,98.01,47.85,BBB,
ESG105335,,Telecom,UK,2026,,29107,57688.5,21.75,34.05,3293.69,38.15,57.27,5.79,48.36,36.3,47.2,58.67,64.04,33.93,89.32,AA,87.45
ESG105336,,,UAE,2023,,10387,33741.94,49.89,22.14,,54.8,10.9,1.37,,88.01,,40.35,64.32,,38.54,BB,93.67
ESG105337,Copeland-Flores,Energy,UK,2019,1193.86,,94264.62,25.69,0.26,4859.59,63.86,53.94,,17.9,84.53,33.58,60.6,47.79,55.31,82.99,AAA,77.84
ESG105338,"Kerr, Dennis and Brown",Telecom,UAE,,2228.41,7913,4687.25,,70.22,,89.31,16.11,2.09,61.05,65.76,73.15,90.83,46.17,42.06,93.99,A,80.55
